name,address,price_range,enbloc,lat,lng,valid postal,distToMrt,distToSch
Goldenhill Park Condo,"60 Mei Hwan Drive, singapore 568426","S$ 1,900,000
  -
  S$ 1,900,000",null,1.353115601,103.8626558,1,,
Goldleaf Gardens,"1 Kurau Terrace, singapore 426803",null,null,1.311707967,103.915475,1,,
Goodrich Park,"2 2A - 2D Simon Lane, singapore 546020",null,null,undefined,undefined,0,,
Goodwood Residence,"261 Bukit Timah Road, singapore 259703","S$ 2,500,000
  -
  S$ 28,600,000",<20%,1.314251231,103.836042,1,,
Grace Court,"7 Woo Mon Chew Road, singapore 455059",null,null,1.314311262,103.9289727,10,,
Gramercy Park,"57 Grange Road, singapore 249569","S$ 4,700,000
  -
  S$ 9,500,000",<20%,1.298780892,103.8266775,1,,
Grand Chateau,"2 Jalan Rajawali, singapore 598435",null,60%-79%,1.343860884,103.7685899,1,,
Grand Regency,"9 Jalan Rajawali, singapore 598431",null,60%-79%,1.343306428,103.7688468,1,,
Grandeur Park Residences,"1 Bedok South Avenue 3, singapore 465461","S$ 750,000
  -
  S$ 2,480,000",null,1.325821355,103.9449192,1,,
Grange 1866,"74 Grange Rd, singapore 249578","S$ 1,437,000
  -
  S$ 2,373,000",null,1.299882623,103.8289753,1,,
Grange 70,"70 Grange Road, singapore 249574",null,60%-79%,1.299281243,103.8291647,1,,
Grange 80,"80 Grange Road, singapore 249585",null,null,1.299303493,103.8282934,1,,
Grange Garden,"21A Grange Garden, singapore 249646",null,null,undefined,undefined,0,,
Grange Infinite,"27 Grange Road, singapore 239700","S$ 5,210,000
  -
  S$ 7,173,600",<20%,1.299422811,103.8347768,1,,
Green Hill Estate,"1 Jalan Emas Urai, singapore 678701",null,null,1.367731247,103.7700686,1,,
Green Meadows,"193 Tagore Avenue, singapore 787768",null,null,undefined,undefined,0,,
Greenacres,"14 West Coast Road, singapore 127298",null,null,1.293259042,103.7675082,1,,
Guilin Court,"10 Geylang Lorong 26, singapore 398485","S$ 1,380,000
  -
  S$ 1,380,000",60%-79%,1.312258547,103.8846625,1,,
Guillemard Edge,"38 Lorong 30 Geylang, singapore 398371","S$ 647,000
  -
  S$ 1,500,000",<20%,1.312004437,103.8859494,1,,
H Residences,"50A Lorong H Telok Kurau, singapore 426049","S$ 730,000
  -
  S$ 750,000",null,1.315708301,103.9088827,1,,
H2O Residences,"30 Fernvale Link, singapore 797530","S$ 699,000
  -
  S$ 1,570,000",<20%,1.392836235,103.8796781,1,,
Haig 162,"162 Haig Road, singapore 438773","S$ 648,000
  -
  S$ 1,330,000",<20%,1.30633784,103.8987729,1,,
Haig Residences,"163 Haig Road, singapore 438774","S$ 725,000
  -
  S$ 1,250,000",20%-39%,1.306952238,103.8991032,1,,
Hallmark Residences,"17 Ewe Boon Road, singapore 259325","S$ 2,600,000
  -
  S$ 5,500,000",<20%,1.316280032,103.831037,1,,
Harbour Suites @ Kampong Bahru,"522 KAMPONG BAHRU ROAD, singapore 099454","S$ 885,000
  -
  S$ 1,870,000",null,1.272242893,103.827479,1,,
Harbourside Apartments,"552 Kampong Bahru Roa, singapore 099454",null,null,1.272242893,103.827479,1,,
Harmony Mansion,"32 DUKU ROAD, singapore 429190",null,null,1.309134022,103.9049778,1,,
Haus On Handy,"28 Handy Road, singapore 229240","S$ 1,078,800
  -
  S$ 3,069,000",null,1.299879822,103.8464142,1,,
Hedges Park Condominium,"71 Flora Drive, singapore 506881","S$ 608,000
  -
  S$ 1,790,000",<20%,1.355210953,103.966422,1,,
Heritage Apartments,"4 Ardmore Park, singapore 259960",null,null,1.308665645,103.8290814,1,,
High Park Residences,"27 Fernvale Road, singapore 797415","S$ 640,000
  -
  S$ 2,680,000",null,1.396040552,103.8745546,1,,
Highland Condominium,"91B Highland Road, singapore 549170",null,>80%,1.359672565,103.8798246,3,,
Highline Residences,"7 Kim Tian Road, singapore 168592","S$ 1,080,000
  -
  S$ 2,900,888",null,1.285435181,103.8297877,1,,
Hillcourt,"39 38, 40 Cairnhill Road, singapore 229659",null,null,undefined,undefined,0,,
Hillside Mansions,"24 - 26 Hillside Drive, singapore 548943",null,>80%,1.358275405,103.8771195,1,,
Hillsta,"70 Phoenix Road, singapore 667973","S$ 650,000
  -
  S$ 2,999,000",<20%,1.37652535,103.7565389,1,,
Hilltops,"99 Cairnhill Circle, singapore 229808","S$ 2,550,000
  -
  S$ 17,971,000",<20%,1.307333225,103.8384806,1,,
Hillview Court,"126 Jalan Dermawan, singapore 669074",null,null,1.360531386,103.7571435,1,,
Hillview Park,"19A Hillview Avenue, singapore 669554",null,60%-79%,1.364701961,103.7655941,1,,
Hillvista,"1 Elizabeth Drive, singapore 669743",null,<20%,1.359921524,103.7633923,1,,
Hin Seng Garden,"41 West Coast Way, singapore 127010",null,null,undefined,undefined,0,,
Holland Crest,"19 21 Holland Hill, singapore 278736",null,null,undefined,undefined,0,,
Holland Gems,"1 Taman Nakhoda, singapore 257742",null,null,1.31001689,103.807475,1,,
Holland Hill Park,"7 Holland Hill, singapore 278731",null,>80%,1.309586543,103.8023465,1,,
Holland Mansion,"112 Holland Road, singapore 278555",null,null,1.312130296,103.8012496,1,,
Holland Residences,"1 Taman Warna, singapore 276337","S$ 2,200,000
  -
  S$ 2,900,000",<20%,1.311282883,103.7994499,1,,
Holland Suites,"129 Holland Road, singapore 278568","S$ 2,300,000
  -
  S$ 2,300,000",60%-79%,1.311939612,103.7993461,1,,
Holland Tower,"10 Holland Heights, singapore 249510",null,>80%,1.307574808,103.8028912,1,,
Holland View,"621 Queensway, singapore 276747",null,null,undefined,undefined,0,,
Hong Leong Garden Condo,"74 West Coast Terrace, singapore 127267",null,null,1.314459499,103.757525,1,,
Horizon Residences,"41 Pasir Panjang Hill, singapore 118862","S$ 1,900,000
  -
  S$ 2,800,000",<20%,1.282179142,103.7840827,1,,
Hua Xin Court,"23A Nallur Road, singapore 456644",null,>80%,1.31151886,103.9330864,1,,
Hullet Rise,"6 Hullet Road, singapore 229159",null,null,1.303148726,103.8382745,1,,
Hume Park I,"1 Hume Avenue, singapore 598718",null,null,1.353412636,103.7687016,1,,
Hundred Trees,"81 West Coast Drive, singapore 127997","S$ 1,720,000
  -
  S$ 2,500,000",<20%,1.315505543,103.7580569,1,,
Hyll on Holland,"89 Holland Road, singapore 275750",null,null,1.310340808,103.8028913,1,,
Idyllic East,"576 Upper East Coast Road, singapore 466588","S$ 2,600,000
  -
  S$ 2,600,000",20%-39%,1.316087805,103.9461129,1,,
Idyllic Residences,"52 Lor M Telok Kurau, singapore 423546",null,20%-39%,undefined,undefined,0,,
Idyllic Suites,"21 Lorong 30 Geylang, singapore 398353","S$ 850,000
  -
  S$ 850,000",<20%,1.312850809,103.8864976,1,,
Ikigai,"38 Shrewsbury Road, singapore 307818","S$ 1,000,000
  -
  S$ 3,536,000",null,1.317903824,103.8474284,1,,
Infini at East Coast,"363 East Coast Road, singapore 428978","S$ 1,448,000
  -
  S$ 2,688,000",null,1.309176043,103.911352,1,,
Inova 100,"100 Lorong N Telok Kurau, singapore 425252",null,20%-39%,1.310618018,103.9165291,1,,
Institution Ville,"11 Institution Hill, singapore 239666",null,null,1.295337436,103.8396918,1,,
iNz Residence,"60 Choa Chu Kang Avenue 5, singapore 688191","S$ 1,768,000
  -
  S$ 1,768,000",null,1.374909057,103.7394916,1,,
iResidences,"20 Irrawaddy Road, singapore 329550","S$ 1,599,999
  -
  S$ 1,600,000",<20%,1.325264347,103.8456221,1,,
Irwell Hill Residences,"2 Irwell Hill, singapore 239588","S$ 899,899
  -
  S$ 10,943,000",null,1.297259073,103.8310237,1,,
iSuites @ Palm,"24 GLASGOW ROAD, singapore 549340","S$ 638,000
  -
  S$ 1,400,000",<20%,1.361223641,103.8785532,1,,
J Gateway,", singapore 461111","S$ 880,000
  -
  S$ 3,200,000",<20%,undefined,undefined,0,,
Jade Mansion,"10 Leedon Road, singapore 267833",null,>80%,1.313328678,103.797418,1,,
Jade Towers,"2 Lew Lian Vale, singapore 537013",null,null,undefined,undefined,0,,
JadeScape,"314 Shunfu Road, singapore 570314","S$ 938,000
  -
  S$ 3,999,000",null,undefined,undefined,0,,
Jansen Mansion,"25 Jansen Road, singapore 548429",null,null,1.359833053,103.8764938,1,,
Jardin,"966 Dunearn Road, singapore 589488","S$ 1,700,000
  -
  S$ 3,500,000",<20%,1.337727501,103.7800726,1,,
Jasmine Court,"311 Upper Thomson Road, singapore 574409",null,null,1.356654471,103.8287367,1,,
JC Court,"150 Joo Chiat Place, singapore 427878",null,60%-79%,1.313742672,103.9043593,1,,
Jersey Lodge,"150 Lorong J Telok Kurau, singapore 423491",null,60%-79%,1.314419558,103.9149573,1,,
Jervois Gardens,"30F - 30H Jervois Close, singapore 249012",null,>80%,undefined,undefined,0,,
Jervois Mansion,"18 Jervois Road, singapore 249001",null,null,undefined,undefined,0,,
Jervois Meadows,"107 Jervois Road, singapore 249063",null,60%-79%,1.294889409,103.8166558,1,,
Jervois Prive,"100A Jervois Road, singapore 249057","S$ 1,588,800
  -
  S$ 4,480,000",null,1.294916113,103.8182663,1,,
Jervois Treasures,"31 Jervois Road, singapore 249080","S$ 1,299,800
  -
  S$ 3,004,919",null,1.292820331,103.8235319,1,,
Jewel @ Buangkok,"00 Buangkok Drive, singapore 540000","S$ 730,000
  -
  S$ 1,938,000",<20%,undefined,undefined,0,,
Jewel of Balmoral,"7C Balmoral Park, singapore 259865",null,60%-79%,1.315885317,103.8274862,1,,
Jing Suites,"275 Changi Road, singapore 419755",null,null,1.318068794,103.9064313,1,,
JJH Residences,"2A - 4B Wolskel Road , singapore 357958",null,null,1.346484274,103.8713195,1,,
Jui Residences,"1177 Serangoon Road, singapore 328231","S$ 820,000
  -
  S$ 1,650,000",null,1.326268707,103.8661427,1,,
Juniper at Ardmore,"4A Ardmore Park, singapore 259951",null,>80%,undefined,undefined,0,,
Juniper Hill (Former Crystal Tower),"39 Ewe Boon Road, singapore 259334","S$ 1,380,000
  -
  S$ 6,631,000",null,1.316482034,103.8298972,1,,
Jupiter 18,"18 Lorong 102 Changi, singapore 426608","S$ 675,000
  -
  S$ 1,300,000",<20%,1.315626172,103.900456,1,,
Kallang Riverside,"51 Kampong Bugis, singapore 338986","S$ 1,300,000
  -
  S$ 13,000,000",null,1.307104742,103.8670878,1,,
Kandis Residence,"2 Kandis Link, singapore 756967","S$ 800,000
  -
  S$ 1,400,000",null,1.456436254,103.8372186,1,,
KAP Residences,", singapore 598285","S$ 938,000
  -
  S$ 2,300,000",<20%,1.335329182,103.7806727,1,,
Katong Regency,"15 Tanjong Katong Road, singapore 436950","S$ 1,128,000
  -
  S$ 3,700,000",<20%,1.314471238,103.8950338,1,,
Katong Towers enbloc,"114A Arthur Road, singapore 439826",null,null,1.300262201,103.888092,1,,
Katong Ville,"86 - 88 Tanjong Katong Road, singapore 436958",null,40%-59%,1.313076275,103.8935057,1,,
Kemaman Point,", singapore 329317",null,>80%,1.326055546,103.8498589,1,,
Kemaman View,"30 Jalan Kemaman , singapore 329341",null,null,1.327366469,103.8515684,1,,
Kembangan Suites,"16 Jalan Masjid, singapore 418941","S$ 730,000
  -
  S$ 860,000",20%-39%,1.320152571,103.9127271,1,,
Keng Lee Court,"74 Keng Lee Road, singapore 219249","S$ 1,150,000
  -
  S$ 1,150,000",>80%,1.312736804,103.8471947,1,,
Kent Residences,"23 Kent Road, singapore 219219","S$ 770,000
  -
  S$ 1,300,000",20%-39%,1.316005055,103.8520682,1,,
Kent Ridge Hill Residences,"South Buona Vista Road Singapore, singapore 118171","S$ 700,000
  -
  S$ 3,300,000",null,1.280851723,103.7906298,1,,
Kentview Park,"87 Pasir Panjang Hill, singapore 118892",null,60%-79%,1.281916944,103.7857077,1,,
Kew Green,"239 Kew Crescent, singapore 466105","S$ 2,688,000
  -
  S$ 3,188,000",40%-59%,1.318343274,103.9499574,1,,
Kheam Hock Gardens,"36E Kheam Hock Road, singapore 298807",null,60%-79%,undefined,undefined,0,,
Ki Residences,"1 1 Brookvale Dr, singapore 599968","S$ 1,000,000
  -
  S$ 3,580,161",null,undefined,undefined,0,,
Killiney 118,"118 Killiney Road, singapore 239555",null,<20%,1.297968007,103.8384081,1,,
Kim Keat Gardens,"6 Kim Keat Road, singapore 328847","S$ 1,250,000
  -
  S$ 1,250,000",40%-59%,1.323587478,103.8526471,1,,
King's Court,"10 Norfolk Road, singapore 219014",null,>80%,1.314641844,103.8463426,1,,
King's Mansion,"437 Tanjong Katong Road, singapore 437147","S$ 5,200,000
  -
  S$ 5,200,000",>80%,1.300078177,103.898012,2,,
Kingsford Hillview Peak,"105 Hillview Rise, singapore 667968","S$ 695,000
  -
  S$ 2,750,000",null,1.364843897,103.7637276,1,,
Kingsford Waterbay,"84 Upper Serangoon View, singapore 533876","S$ 635,000
  -
  S$ 2,410,000",null,1.37610579,103.9041942,1,,
Kingsgrove,"1801 Ang Mo Kio Avenue 1, singapore 569979",null,>80%,1.355633252,103.8588174,1,,
Kingston Terrace,"8B Jalan Masjid, singapore 418929",null,>80%,1.319639835,103.9129127,2,,
Kismis Court,"1 Toh Yi Road, singapore 596484",null,>80%,1.337818263,103.7705178,2,,
Klassic Court,"133 Koon Seng Road, singapore 427063",null,40%-59%,1.313312137,103.9061712,1,,
Knox View,"21 Telok Kurau Lorong M, singapore 425307",null,40%-59%,1.310740291,103.9096924,1,,
Kopar At Newton,"4 Makeway Avenue, singapore 228605",null,null,1.312426883,103.8410643,1,,
Kovan 81,"81 Kovan Road, singapore 548173",null,40%-59%,1.355316757,103.8785167,1,,
Kovan Crest,"45 Kovan Road, singapore 548130",null,60%-79%,1.358236297,103.8814786,1,,
Kovan Grandeur,"118 Tampines Road, singapore 535193","S$ 588,000
  -
  S$ 948,000",20%-39%,1.360745318,103.8919859,1,,
Kovan Lodge,"51A Kovan Road, singapore 548135",null,>80%,undefined,undefined,0,,
Kovan Regency,"38 Kovan Rise, singapore 544727","S$ 920,000
  -
  S$ 4,500,000",<20%,1.363150806,103.8850518,1,,
Kovan Residences,"5 Kovan Road, singapore 544894","S$ 1,320,000
  -
  S$ 4,700,000",<20%,1.361196877,103.8846642,1,,
L'VIV,"9L Recreation Lane, singapore 545034",null,<20%,1.351649869,103.8742491,1,,
La Belle,"50 Lorong 28 Geylang, singapore 398453","S$ 620,000
  -
  S$ 1,300,000",null,1.311904191,103.8853694,1,,
La Brisa,"160 Killiney Road, singapore 239568","S$ 1,770,000
  -
  S$ 1,770,000",<20%,1.296177148,103.8368777,1,,
La Crystal,"160 Killiney Road, singapore 239568","S$ 1,770,000
  -
  S$ 1,770,000",60%-79%,1.296177148,103.8368777,1,,
La Crystal,"343 Upper Paya Lebar Road, singapore 534954","S$ 1,980,000
  -
  S$ 1,980,000",60%-79%,1.346090768,103.8807185,1,,
La Dolce Vita,"58 Sengkang Square, singapore 544699","S$ 720,000
  -
  S$ 2,080,000",20%-39%,1.388937049,103.8950811,1,,
La Fiesta,"8 Lorong 26 Geylang, singapore 398483","S$ 620,000
  -
  S$ 818,888",<20%,1.312444813,103.8845766,1,,
La Fleur,"10 Moulmein Rise, singapore 308125",null,<20%,1.31953349,103.8470299,1,,
La Maison,"66 Meyer Road, singapore 437894",null,60%-79%,1.297681106,103.8897293,1,,
La Meyer,"10 Shrewsbury Road, singapore 307811",null,>80%,1.317933469,103.8469183,1,,
La Nouvelle,"58 Swiss View, singapore 288061",null,40%-59%,1.34764821,103.7908018,1,,
La Suisse I,"1 Swiss View, singapore 288007","S$ 2,500,000
  -
  S$ 2,500,000",null,1.346630715,103.7894367,1,,
La Suisse II,"2 - 50 Bishopwalk, singapore 249923",null,null,undefined,undefined,0,,
La Ventura,"130 Lorong K Telok Kurau, singapore 425769","S$ 800,000
  -
  S$ 800,000",null,1.313538099,103.9149444,1,,
La Vida @ 130,"6C -6D Tanjong Rhu Road, singapore 436885",null,<20%,1.29930509,103.8843764,1,,
La Ville,"44 Eastwood Road, singapore 486355","S$ 1,400,000
  -
  S$ 2,135,000",>80%,1.32182561,103.9585648,1,,
Laguna 88,"44 Eastwood Road, singapore 486355","S$ 1,400,000
  -
  S$ 2,135,000",40%-59%,1.32182561,103.9585648,1,,
Laguna 88,"8 Jurong Lake Link, singapore 648130","S$ 738,000
  -
  S$ 2,500,000",40%-59%,1.346117466,103.724023,1,,
Lake Grande,"80 Corporation Road, singapore 649819","S$ 1,450,000
  -
  S$ 2,998,000",null,1.341897059,103.7163091,1,,
Lakeholmz,"11 Jurong Lake Link, singapore 648155","S$ 885,000
  -
  S$ 2,999,999",<20%,1.345362278,103.7253739,1,,
Lakeville,"202 Pasir Panjang Road, singapore 118572","S$ 2,358,000
  -
  S$ 2,358,000",<20%,1.279250564,103.7871543,1,,
Landridge Condo,"31 Jalan Mutiara, singapore 249206","S$ 5,200,000
  -
  S$ 5,200,000",null,1.29602981,103.8285539,1,,
Latitude,"1 Seraya Crescent, singapore 575811","S$ 1,300,000
  -
  S$ 1,838,000",<20%,1.372738855,103.8281586,1,,
Lattice One,"348 - 352 Lorong Chuan, singapore 556782",null,null,undefined,undefined,0,,
Laurel Park,"00 Hillview Terrace, singapore 669000","S$ 710,000
  -
  S$ 1,000,000",null,1.359527923,103.7602526,1,,
Laurel Tree,"66 Lorong L Telok Kurau, singapore 425509","S$ 608,888
  -
  S$ 788,000",null,1.311269132,103.9102779,1,,
Laverne's Loft,"42 Pasir Panjang Hill, singapore 118894","S$ 1,400,000
  -
  S$ 1,650,000",<20%,1.282753826,103.7853476,1,,
Le Hill,"43 Jalan Loyang Besar, singapore 509371","S$ 1,300,000
  -
  S$ 1,550,000",null,1.378350976,103.9562951,1,,
Le Loyang,"6 Lorong M Telok Kurau, singapore 425286",null,60%-79%,1.309947922,103.908895,1,,
Le M Residence,"6 Keng Chin Road, singapore 258709",null,40%-59%,1.31826158,103.830353,1,,
Le Marque,"1A Ardmore Park, singapore 259945","S$ 19,214,888
  -
  S$ 28,636,000",null,1.310423987,103.8279134,1,,
Le Nouvel Ardmore,"10 Bukit Batok Street 41, singapore 657977","S$ 680,000
  -
  S$ 1,688,888",<20%,1.355662249,103.7410974,1,,
Le Quest,"4 Shan Road, singapore 328106","S$ 2,600,000
  -
  S$ 2,600,000",null,1.325862917,103.846542,1,,
Le Shantier,"60 Somme Road, singapore 207876","S$ 830,000
  -
  S$ 1,220,000",60%-79%,1.311192191,103.8585039,1,,
Le Somme,"68 Wilkie Road, singapore 228070",null,<20%,1.302845307,103.8479031,1,,
Le Wilkie,"2 Leedon Road, singapore 267829","S$ 1,650,000
  -
  S$ 2,500,000",60%-79%,1.312919029,103.7969842,1,,
Leedon 2,"32 Leedon Heights, singapore 266075",null,60%-79%,1.311941235,103.8032613,1,,
Leedon Green,"12-18 Leedon Heights, singapore 267862","S$ 2,560,000
  -
  S$ 2,560,000",null,1.313967374,103.7976726,1,,
Leedon Heights,"6 Leedon Heights, singapore 266215","S$ 2,700,000
  -
  S$ 16,000,000",null,1.312890933,103.8013253,1,,
Leedon Residence,"9 Leicester Road, singapore 358843",null,<20%,1.329985648,103.8668754,1,,
Leicester Lodge,"10 Leicester Road, singapore 358844","S$ 770,000
  -
  S$ 970,000",40%-59%,1.330404583,103.8670932,1,,
Leicester Suites,", singapore 276908","S$ 3,980,000
  -
  S$ 4,600,000",<20%,1.315689734,103.7784038,1,,
Leighwoods,"14 Woodsville Close, singapore 357769",null,>80%,undefined,undefined,0,,
Leong Bee Court,"2 Leonie Hill Road, singapore 239192",null,null,1.297025709,103.8340376,1,,
Leonie Condotel,"23 Leonie Hill, singapore 239224","S$ 3,300,000
  -
  S$ 5,380,000",null,1.298379943,103.8321903,1,,
Leonie Gardens,"14B Nassim Road, singapore 257470","S$ 38,999,888
  -
  S$ 70,000,000",60%-79%,1.308736119,103.8241951,1,,
Les Maisons Nassim,"1 Lorong 32 Geylang, singapore 398265",null,null,1.31357451,103.887244,1,,
Leshan Gardens,"55 Lengkong Empat, singapore 417642","S$ 770,000
  -
  S$ 1,100,000",null,1.328642698,103.9137441,1,,
Levenue,"437A-443A Bukit Timah Road, singapore 259743",null,<20%,undefined,undefined,0,,
Lew's Mansion,"6A - 6C Robin Drive, singapore 258264",null,null,1.319006906,103.8275617,3,,
Lewis Court,"93 LORONG L TELOK KURAU, singapore 425597",null,null,1.312428679,103.9125043,1,,
LH Residences,"1 Liang Seah Street, singapore 189022",null,null,1.297912123,103.856337,1,,
Liang Seah Place,"5 Sarkies Road, singapore 258125","S$ 1,650,000
  -
  S$ 2,950,000",null,1.313822615,103.8366594,1,,
Liberte,"550 Yishun Ave 6, singapore 768961","S$ 999,000
  -
  S$ 1,200,000",<20%,1.423928371,103.8493321,1,,
Lilydale,"22 Jalan Limau Bali, singapore 468493",null,20%-39%,1.322342817,103.9479731,5,,
Limau Park,"1 Khiang Guan Avenue, singapore 308380","S$ 1,150,000
  -
  S$ 9,085,499",60%-79%,1.317108641,103.8427431,1,,
Lincoln Suites,"2 Essex Road, singapore 309330",null,<20%,1.316573432,103.8452935,1,,
Lion Towers,"114A Arthur Road, singapore 439826","S$ 1,200,000
  -
  S$ 2,800,000",>80%,1.300262201,103.888092,1,,
Liv @ MB,"71 Pasir Ris Grove, singapore 518205","S$ 913,000
  -
  S$ 2,650,000",null,1.373057034,103.9424591,1,,
Livia,"40 Lloyd Road, singapore 239107",null,<20%,1.297589951,103.8396053,1,,
Lloyd Court,"3 Lloyd Road, singapore 239092",null,>80%,1.29697795,103.8406387,4,,
Lloyd Mansion,"65 Lloyd Road, singapore 239114","S$ 2,300,000
  -
  S$ 13,582,000",null,1.297272947,103.8389403,1,,
Lloyd SixtyFive,"31 Nathan Road, singapore 248749","S$ 769,999
  -
  S$ 2,000,000",<20%,1.29454674,103.827583,1,,
Loft @ Nathan,"113 Rangoon Road, singapore 218392","S$ 698,000
  -
  S$ 750,000",<20%,1.314959351,103.8535561,1,,
Loft @ Rangoon,"68 Stevens Road, singapore 257856","S$ 900,000
  -
  S$ 1,700,000",<20%,1.317839472,103.8262237,1,,
Loft @ Stevens,"33 Geylang Lorong 32, singapore 398293","S$ 1,200,000
  -
  S$ 1,200,000",<20%,1.312784222,103.8872009,1,,
Loft 33 @ Geylang,"151 Holland Road, singapore 278580","S$ 898,000
  -
  S$ 1,020,000",null,1.312363682,103.7971688,1,,
Loft@Holland,"31 Jervois Road, singapore 249080",null,<20%,1.292820331,103.8235319,1,,
Lotus At Jervois,"231 Pasir Panjang Road, singapore 117629",null,null,1.279287504,103.7847268,1,,
Lotus At Pasir Panjang,"11 Paya Lebar Road, singapore 409050",null,null,1.315735794,103.8915605,1,,
Lotus at Paya Lebar,"47- 47B Jalan Loyang Besar, singapore 509372",null,null,1.377788213,103.9566556,3,,
Loyang Gardens,"207 Jalan Loyang Besar, singapore 509468",null,>80%,1.379498066,103.9642719,1,,
Loyang Townhouses,"57 Grange Road, singapore 249569",null,>80%,1.298780892,103.8266775,1,,
Lucky Tower,"6 River Valley Grove, singapore 238403","S$ 1,450,000
  -
  S$ 2,000,000",null,1.296799108,103.8345971,1,,
Luma,"21 Holland Hill, singapore 278737","S$ 5,000,000
  -
  S$ 5,000,000",<20%,1.308877689,103.8004688,1,,
Lush on Holland Hill,"21 Lorong How Sun, singapore 536508",null,<20%,1.344777358,103.8798959,1,,
Lushan Garden,"336 Pasir Panjang Road, singapore 118668","S$ 2,000,000
  -
  S$ 2,000,000",null,1.289548293,103.7770893,1,,
Luxe Ville,"23 Newton Road, singapore 307955","S$ 1,350,000
  -
  S$ 2,380,000",<20%,1.315448385,103.8403548,1,,
M Suites,"65 Lorong Melayu, singapore 416952","S$ 1,700,000
  -
  S$ 2,229,000",null,1.323307519,103.9096205,1,,
M66,"64 Moonstone Lane, singapore 328489","S$ 699,999
  -
  S$ 1,500,000",<20%,1.328733673,103.8647623,1,,
Mabelle,"15 Lorong M Telok Kurau, singapore 425303",null,20%-39%,1.310589193,103.9095134,1,,
Macpherson Green,"568 570 Macpherson Road, singapore 368236",null,null,1.332597723,103.8866543,1,,
Madison Residences,"355 Bukit Timah Road, singapore 259724",null,<20%,1.318477789,103.8299506,1,,
Maison Royale,"1 SURREY ROAD, singapore 307740",null,null,1.316400356,103.8416718,1,,
Mandalay Towers,"35 Mandalay Road, singapore 308215","S$ 3,380,000
  -
  S$ 4,880,000",null,1.323560176,103.8491091,1,,
Margate Mansions,"12 Margate Road, singapore 438053",null,null,undefined,undefined,0,,
Marina Collection,"13 Cove Drive, singapore 098327","S$ 3,860,000
  -
  S$ 12,600,000",<20%,1.242974246,103.8391646,1,,
Marina One Residences,"21 Marina Way, singapore 018978",null,null,1.276714985,103.8533269,1,,
Marine Blue,"95 Marine Parade Road, singapore 449271","S$ 1,480,000
  -
  S$ 1,900,000",<20%,undefined,undefined,0,,
Marine View Mansion,"97 Marine Parade Road, singapore 449273",null,null,1.303780974,103.905466,1,,
Martin Place Residences,"2 Martin Place, singapore 237988","S$ 1,390,000
  -
  S$ 5,400,000",<20%,1.294161913,103.8384281,1,,
Martina Mansions,"315 Bukit Timah Road, singapore 259710",null,40%-59%,1.317478129,103.8332827,1,,
Marymount View,"11 Pemimpin Drive, singapore 576148","S$ 1,490,000
  -
  S$ 1,490,000",>80%,1.352821527,103.8409168,1,,
Marymount View,"11 Pemimpin Drive, singapore 576148","S$ 1,490,000
  -
  S$ 1,490,000",>80%,1.352821527,103.8409168,1,,
Maya,"9 Still Road, singapore 423953","S$ 1,800,000
  -
  S$ 1,800,000",20%-39%,1.309248827,103.9078158,1,,
Mayfair Gardens,"8 Rifle Range Road, singapore 588376","S$ 950,000
  -
  S$ 3,600,000",60%-79%,1.338222486,103.781376,1,,
Mayfair Modern,"2 Rifle Range Road, singapore 588373","S$ 900,000
  -
  S$ 2,900,000",null,1.337188214,103.7817365,1,,
MDIS Residences@Stirling,"503 Stirling Road, singapore 148959",null,null,1.296750414,103.8008604,3,,
Meadow Lodge,"31 Chun Tin Road, singapore 599717","S$ 1,680,000
  -
  S$ 1,680,000",null,1.341482011,103.7733789,1,,
Meadows @ Peirce,"626 Upper Thomson Road, singapore 787130","S$ 2,280,000
  -
  S$ 3,388,000",<20%,1.378579451,103.8283759,1,,
Mega Woodlands,"5 Woodlands Avenue, singapore 739997",null,null,undefined,undefined,0,,
Melosa,"28 Lorong 28 Geylang, singapore 398432","S$ 630,000
  -
  S$ 750,000",<20%,1.312537332,103.8854028,1,,
Mendon Spring,"198 Pasir Panjang Road, singapore 117526","S$ 1,330,000
  -
  S$ 1,330,000",40%-59%,1.278668453,103.7877671,1,,
Mera Springs,"81 Carlisle Road, singapore 219647","S$ 1,680,000
  -
  S$ 3,200,000",20%-39%,1.315118139,103.8467651,1,,
Meralodge,"83 Hillview Avenue, singapore 669583",null,60%-79%,1.354164387,103.7614542,1,,
Metro Loft,"5 Lorong 27 Geylang, singapore 388158","S$ 678,000
  -
  S$ 839,999",<20%,1.314170315,103.8835622,1,,
Meya Lodge,"23 Meyappa Chettiar Road, singapore 358463",null,40%-59%,1.330810374,103.867066,1,,
Meyer Mansion,"79 Meyer Road, singapore 437906","S$ 800,000
  -
  S$ 5,545,000",null,1.296472195,103.8910346,1,,
Meyer Melodia,"2A Meyer Place, singapore 437990","S$ 1,265,000
  -
  S$ 2,771,500",null,1.298411082,103.8867715,1,,
Meyer Park,"81 Meyer Road, singapore 437908",null,>80%,1.2967489,103.8916528,1,,
Meyer Tower,"57 Meyer Road, singapore 437878",null,null,1.296884461,103.8885841,1,,
MeyerHouse,"128 Meyer Road, singapore 437938","S$ 4,500,000
  -
  S$ 14,861,700",null,1.298327164,103.8934476,1,,
